event,date,fight_url,fighter_a,fighter_b,winner,method,round,time,weight_class
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",http://www.ufcstats.com/fight-details/0b4583d204797d19,Danny Henry,Hakeem Dawodu,Draw/NC,"SUB

      

        Guillotine Choke",1,0:39,Featherweight
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",http://www.ufcstats.com/fight-details/714d6fc1eaca9624,Paul Craig,Magomed Ankalaev,Draw/NC,"SUB

      

        Triangle Choke",3,4:59,Light Heavyweight
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",http://www.ufcstats.com/fight-details/fe9ee00fa47dd7b3,Kajan Johnson,Stevie Ray,Draw/NC,S-DEC,3,5:00,Lightweight
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",http://www.ufcstats.com/fight-details/2fd0c6d914b77205,Dmitry Sosnovskiy,Mark Godbeer,Draw/NC,"SUB

      

        Rear Naked Choke",2,4:29,Heavyweight
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",http://www.ufcstats.com/fight-details/4960379abe6ed525,Cristiane Justino,Yana Santos,Draw/NC,"KO/TKO

      

        Punches",1,3:25,Women's Featherweight
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",http://www.ufcstats.com/fight-details/2361b51aa72e5551,Brian Ortega,Frankie Edgar,Draw/NC,"KO/TKO

      

        Punch",1,4:44,Featherweight
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",http://www.ufcstats.com/fight-details/efe055854f19a1d7,Sean O'Malley,Andre Soukhamthath,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",http://www.ufcstats.com/fight-details/bfb7d17161aec938,Andrei Arlovski,Stefan Struve,Draw/NC,U-DEC,3,5:00,Heavyweight
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",http://www.ufcstats.com/fight-details/1f52e665587dc645,Ketlen Vieira,Cat Zingano,Draw/NC,S-DEC,3,5:00,Women's Bantamweight
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",http://www.ufcstats.com/fight-details/ead2ca0d2afb46be,Mackenzie Dern,Ashley Yoder,Draw/NC,S-DEC,3,5:00,Women's Strawweight
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",http://www.ufcstats.com/fight-details/9e21a8dea9663e26,Alexander Hernandez,Beneil Dariush,Draw/NC,"KO/TKO

      

        Punch",1,0:42,Lightweight
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",http://www.ufcstats.com/fight-details/c73b81e7c1c1cccc,John Dodson,Pedro Munhoz,Draw/NC,S-DEC,3,5:00,Bantamweight
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",http://www.ufcstats.com/fight-details/6c2f05c47f494e15,CB Dollaway,Hector Lombard,Draw/NC,DQ,1,5:00,Middleweight
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",http://www.ufcstats.com/fight-details/c6c975ca66a7f91a,Zak Ottow,Mike Pyle,Draw/NC,"KO/TKO

      

        Punches",1,2:34,Welterweight
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",http://www.ufcstats.com/fight-details/12a64dfb8147566b,Cody Stamann,Bryan Caraway,Draw/NC,S-DEC,3,5:00,Bantamweight
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",http://www.ufcstats.com/fight-details/84f236d6c57d7cfb,Jordan Johnson,Adam Milstead,Draw/NC,S-DEC,3,5:00,Light Heavyweight
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",http://www.ufcstats.com/fight-details/519dcb290e6db845,Jeremy Stephens,Josh Emmett,Draw/NC,"KO/TKO

      

        Punch",2,1:35,Featherweight
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",http://www.ufcstats.com/fight-details/4d9d371b8db6fb91,Jessica Andrade,Tecia Pennington,Draw/NC,U-DEC,3,5:00,Women's Strawweight
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",http://www.ufcstats.com/fight-details/9c79433a4686f3fc,Ilir Latifi,Ovince Saint Preux,Draw/NC,"SUB

      

        Guillotine Choke",1,3:48,Light Heavyweight
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",http://www.ufcstats.com/fight-details/424a20da52b4f956,Max Griffin,Mike Perry,Draw/NC,U-DEC,3,5:00,Welterweight
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",http://www.ufcstats.com/fight-details/e22a887ce4ab30eb,Brian Kelleher,Renan Barao,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",http://www.ufcstats.com/fight-details/3cf4582b48302bb6,Marion Reneau,Sara McMann,Draw/NC,"SUB

      

        Triangle Choke",2,3:40,Women's Bantamweight
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",http://www.ufcstats.com/fight-details/037c68d03c970609,Angela Hill,Maryna Moroz,Draw/NC,U-DEC,3,5:00,Women's Strawweight
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",http://www.ufcstats.com/fight-details/093ebd3375591101,Alan Jouban,Ben Saunders,Draw/NC,"KO/TKO

      

        Punch",2,2:38,Welterweight
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",http://www.ufcstats.com/fight-details/04970dfa4d531e39,Sam Alvey,Marcin Prachnio,Draw/NC,"KO/TKO

      

        Punch",1,4:23,Light Heavyweight
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",http://www.ufcstats.com/fight-details/bf8f747e57d6d1c7,Rani Yahya,Russell Doane,Draw/NC,"SUB

      

        Arm Triangle",3,2:32,Bantamweight
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",http://www.ufcstats.com/fight-details/0f2611c3ec4661dd,Alex Perez,Eric Shelton,Draw/NC,U-DEC,3,5:00,Flyweight
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",http://www.ufcstats.com/fight-details/0328754c15ecd37c,Manny Bermudez,Albert Morales,Draw/NC,"SUB

      

        Guillotine Choke",2,2:33,Bantamweight
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",http://www.ufcstats.com/fight-details/8f7a73d05387b159,Donald Cerrone,Yancy Medeiros,Draw/NC,"KO/TKO

      

        Punch",1,4:58,Welterweight
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",http://www.ufcstats.com/fight-details/f73dfeb48b09e6a6,Derrick Lewis,Marcin Tybura,Draw/NC,"KO/TKO

      

        Punch",3,2:48,Heavyweight
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",http://www.ufcstats.com/fight-details/6ae96d1de3bb0506,James Vick,Francisco Trinaldo,Draw/NC,U-DEC,3,5:00,Lightweight
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",http://www.ufcstats.com/fight-details/357a5bc5de4f545d,Curtis Millender,Thiago Alves,Draw/NC,"KO/TKO

      

        Knee",2,4:17,Welterweight
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",http://www.ufcstats.com/fight-details/a8d189f56de9b451,Brandon Davis,Steven Peterson,Draw/NC,U-DEC,3,5:00,Featherweight
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",http://www.ufcstats.com/fight-details/aeac1209f15157ed,Sage Northcutt,Thibault Gouti,Draw/NC,U-DEC,3,5:00,Lightweight
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",http://www.ufcstats.com/fight-details/07f234a488661125,Diego Ferreira,Jared Gordon,Draw/NC,"KO/TKO

      

        Punch",1,1:58,Lightweight
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",http://www.ufcstats.com/fight-details/4335683beee93652,Geoff Neal,Brian Camozzi,Draw/NC,"SUB

      

        Rear Naked Choke",1,2:48,Welterweight
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",http://www.ufcstats.com/fight-details/6f981a44898fb4ff,Robert Sanchez,Joby Sanchez,Draw/NC,"SUB

      

        Rear Naked Choke",1,1:50,Flyweight
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",http://www.ufcstats.com/fight-details/0bfb221a0944f8e0,Lucie Pudilova,Sarah Moras,Draw/NC,U-DEC,3,5:00,Women's Bantamweight
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",http://www.ufcstats.com/fight-details/5edd1cd479f3919e,Alex Morono,Joshua Burkman,Draw/NC,"SUB

      

        Guillotine Choke",1,2:12,Welterweight
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",http://www.ufcstats.com/fight-details/d07dd6239afe1cb0,Oskar Piechota,Tim Williams,Draw/NC,"KO/TKO

      

        Punch",1,1:54,Middleweight
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/9444cfe0c7c0f6a7,Yoel Romero,Luke Rockhold,Draw/NC,"KO/TKO

      

        Punch",3,1:48,Middleweight
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/cd67f6ddb2920193,Curtis Blaydes,Mark Hunt,Draw/NC,U-DEC,3,5:00,Heavyweight
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/3112430100d2d0be,Tai Tuivasa,Cyril Asker,Draw/NC,"KO/TKO

      

        Elbow",1,2:18,Heavyweight
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/0d7dc1ed5eb995e4,Jake Matthews,Li Jingliang,Draw/NC,U-DEC,3,5:00,Welterweight
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/b6e086dd8093355d,Tyson Pedro,Saparbeg Safarov,Draw/NC,"SUB

      

        Kimura",1,3:54,Light Heavyweight
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/6cb9bc7c86ae43b9,Dong Hyun Ma,Damien Brown,Draw/NC,S-DEC,3,5:00,Lightweight
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/1cd5d5e271b646a3,Israel Adesanya,Rob Wilkinson,Draw/NC,"KO/TKO

      

        Punches",2,3:37,Middleweight
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/f3a60ca18747aeac,Alexander Volkanovski,Jeremy Kennedy,Draw/NC,"KO/TKO

      

        Punches",2,4:57,Featherweight
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/f8fce67abe0ab922,Jussier Formiga,Ben Nguyen,Draw/NC,"SUB

      

        Rear Naked Choke",3,1:43,Flyweight
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/e8f2902be7b350ad,Ross Pearson,Mizuto Hirota,Draw/NC,U-DEC,3,5:00,Lightweight
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/58286d3126cc5263,Jose Quinonez,Teruto Ishihara,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC 221: Romero vs. Rockhold,"February 10, 2018",http://www.ufcstats.com/fight-details/194d3950076b2f83,Luke Jumeau,Daichi Abe,Draw/NC,U-DEC,3,5:00,Welterweight
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/420dd305cd1d062f,Lyoto Machida,Eryk Anders,Draw/NC,S-DEC,5,5:00,Middleweight
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/10f5bb70feb1df53,Valentina Shevchenko,Priscila Cachoeira,Draw/NC,"SUB

      

        Rear Naked Choke",2,4:25,Women's Flyweight
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/ee1c1e9037fee21e,Michel Prazeres,Desmond Green,Draw/NC,U-DEC,3,5:00,Lightweight
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/0da43c3ec0e11650,Timothy Johnson,Marcelo Golm,Draw/NC,U-DEC,3,5:00,Heavyweight
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/a0ec4eac058e6050,Douglas Silva de Andrade,Marlon Vera,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/bc767f1eb6176dfb,Thiago Santos,Anthony Smith,Draw/NC,"KO/TKO

      

        Kick",2,1:03,Middleweight
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/eb0f7127f22457e9,Sergio Moraes,Tim Means,Draw/NC,S-DEC,3,5:00,Welterweight
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/59b384dcc3ab49b2,Alan Patrick,Damir Hadzovic,Draw/NC,U-DEC,3,5:00,Lightweight
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/7bfb92f7ea59dbbd,Polyana Viana,Maia Stevenson,Draw/NC,"SUB

      

        Rear Naked Choke",1,3:50,Women's Strawweight
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/fa77134e0d90da3b,Iuri Alcantara,Joe Soto,Draw/NC,"KO/TKO

      

        Punches",1,1:06,Bantamweight
UFC Fight Night: Machida vs. Anders,"February 03, 2018",http://www.ufcstats.com/fight-details/1fd5bf36c42ff1a2,Deiveson Figueiredo,Joseph Morales,Draw/NC,"KO/TKO

      

        Punches",2,4:34,Flyweight
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/3a94bf34e62ae5fd,Jacare Souza,Derek Brunson,Draw/NC,"KO/TKO

      

        Kick",1,3:50,Middleweight
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/27901ef9e82d5690,Andre Fili,Dennis Bermudez,Draw/NC,S-DEC,3,5:00,Featherweight
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/d571486369996a39,Gregor Gillespie,Jordan Rinaldi,Draw/NC,"KO/TKO

      

        Punches",1,4:46,Lightweight
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/f23e2bed86b62462,Drew Dober,Frank Camacho,Draw/NC,U-DEC,3,5:00,Welterweight
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/04a1c5b7993fe4d5,King Green,Erik Koch,Draw/NC,U-DEC,3,5:00,Lightweight
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/b8648b32caf36c5a,Mirsad Bektic,Godofredo Pepey,Draw/NC,"KO/TKO

      

        Punch",1,2:47,Featherweight
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/c5f0c83e303d80bf,Katlyn Cerminara,Mara Romero Borella,Draw/NC,U-DEC,3,5:00,Women's Flyweight
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/5a096f2acb44c776,Randa Markos,Juliana Lima,Draw/NC,U-DEC,3,5:00,Women's Strawweight
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/6e65bec924996b5a,Ji Yeon Kim,Justine Kish,Draw/NC,S-DEC,3,5:00,Women's Flyweight
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/ce4314886c57718b,Vinc Pichel,Joaquim Silva,Draw/NC,U-DEC,3,5:00,Lightweight
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/4fcbee643660d679,Niko Price,George Sullivan,Draw/NC,"SUB

      

        Rear Naked Choke",2,4:21,Welterweight
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",http://www.ufcstats.com/fight-details/fa7cde1e2d3ae338,Cory Sandhagen,Austin Arnett,Draw/NC,"KO/TKO

      

        Punches",2,3:48,Featherweight
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/8238f9d2fd961757,Stipe Miocic,Francis Ngannou,Draw/NC,U-DEC,5,5:00,Heavyweight
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/9f96d11017f9c824,Daniel Cormier,Volkan Oezdemir,Draw/NC,"KO/TKO

      

        Punches",2,2:00,Light Heavyweight
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/5f617d6c19d3a281,Calvin Kattar,Shane Burgos,Draw/NC,"KO/TKO

      

        Punch",3,0:32,Featherweight
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/5cf56c22cbc24758,Gian Villante,Francimar Barroso,Draw/NC,S-DEC,3,5:00,Light Heavyweight
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/889207e3c622a5aa,Rob Font,Thomas Almeida,Draw/NC,"KO/TKO

      

        Kick",2,2:24,Bantamweight
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/ea66be2688f542be,Kyle Bochniak,Brandon Davis,Draw/NC,U-DEC,3,5:00,Featherweight
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/f91709b071e8295a,Abdul Razak Alhassan,Sabah Homasi,Draw/NC,"KO/TKO

      

        Punch",1,3:47,Welterweight
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/0990ac7065412e76,Dustin Ortiz,Alexandre Pantoja,Draw/NC,U-DEC,3,5:00,Flyweight
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/50385add37239184,Julio Arce,Dan Ige,Draw/NC,U-DEC,3,5:00,Featherweight
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/1b0fa021b1158121,Enrique Barzola,Matt Bessette,Draw/NC,U-DEC,3,5:00,Featherweight
UFC 220: Miocic vs. Ngannou,"January 20, 2018",http://www.ufcstats.com/fight-details/b9726184624ac076,Islam Makhachev,Gleison Tibau,Draw/NC,"KO/TKO

      

        Punch",1,0:57,Lightweight
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/51e684bfce8d94aa,Jeremy Stephens,Dooho Choi,Draw/NC,"KO/TKO

      

        Punch",2,2:36,Featherweight
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/0820a29a03d58282,Jessica-Rose Clark,Paige VanZant,Draw/NC,U-DEC,3,5:00,Women's Flyweight
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/f767243bb48ab9d7,Kamaru Usman,Emil Meek,Draw/NC,U-DEC,3,5:00,Welterweight
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/d85c76a61a820be9,Darren Elkins,Michael Johnson,Draw/NC,"SUB

      

        Rear Naked Choke",2,2:22,Featherweight
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/3b1453df439a5024,James Krause,Alex White,Draw/NC,U-DEC,3,5:00,Lightweight
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/4843f369dc8b5de5,Marco Polo Reyes,Matt Frevola,Draw/NC,"KO/TKO

      

        Punch",1,1:00,Lightweight
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/738e0ccad2c9224b,Irene Aldana,Talita Bernardo,Draw/NC,U-DEC,3,5:00,Women's Bantamweight
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/1bf1a6fc9c9acc26,Kyung Ho Kang,Guido Cannetti,Draw/NC,"SUB

      

        Triangle Choke",1,4:53,Bantamweight
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/f8bb0aed83bd8638,Jessica Eye,Kalindra Faria,Draw/NC,S-DEC,3,5:00,Women's Flyweight
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/9f10afab94cafc45,JJ Aldrich,Danielle Taylor,Draw/NC,U-DEC,3,5:00,Women's Strawweight
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",http://www.ufcstats.com/fight-details/c4ecf4b894ccbced,Mads Burnell,Mike Santiago,Draw/NC,U-DEC,3,5:00,Featherweight
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/279b4190d9ef1379,Cristiane Justino,Holly Holm,Draw/NC,U-DEC,5,5:00,Women's Featherweight
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/a88a4c126d585320,Khabib Nurmagomedov,Edson Barboza,Draw/NC,U-DEC,3,5:00,Lightweight
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/3d76ed7e224e9c99,Dan Hooker,Marc Diakiese,Draw/NC,"SUB

      

        Guillotine Choke",3,0:42,Lightweight
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/f77e3c681fe1b04e,Carla Esparza,Cynthia Calvillo,Draw/NC,U-DEC,3,5:00,Women's Strawweight
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/c381ad2c0bf34dd9,Neil Magny,Carlos Condit,Draw/NC,U-DEC,3,5:00,Welterweight
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/e3a2bf2d9ee83318,Khalil Rountree Jr.,Michal Oleksiejczuk,Draw/NC,Overturned,3,5:00,Light Heavyweight
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/147d2ab0230af48d,Myles Jury,Ricky Glenn,Draw/NC,U-DEC,3,5:00,Featherweight
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/0be6540982a5b0cd,Marvin Vettori,Omari Akhmedov,Draw/NC,M-DEC,3,5:00,Middleweight
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/7e9ed49a1831056f,Matheus Nicolau,Louis Smolka,Draw/NC,U-DEC,3,5:00,Flyweight
UFC 219: Cyborg vs. Holm,"December 30, 2017",http://www.ufcstats.com/fight-details/8f40ac90544d0003,Tim Elliott,Mark De La Rosa,Draw/NC,"SUB

      

        Anaconda Choke",2,1:41,Bantamweight
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",http://www.ufcstats.com/fight-details/d9375ede2ec2f924,Rafael Dos Anjos,Robbie Lawler,Draw/NC,U-DEC,5,5:00,Welterweight
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",http://www.ufcstats.com/fight-details/6f350d91fb07a819,Josh Emmett,Ricardo Lamas,Draw/NC,"KO/TKO

      

        Punch",1,4:33,Featherweight
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",http://www.ufcstats.com/fight-details/11b8d7e801713abc,Santiago Ponzinibbio,Mike Perry,Draw/NC,U-DEC,3,5:00,Welterweight
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",http://www.ufcstats.com/fight-details/e83046dd074ec0fa,Glover Teixeira,Misha Cirkunov,Draw/NC,"KO/TKO

      

        Punches",1,2:45,Light Heavyweight
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",http://www.ufcstats.com/fight-details/01619207a811ef01,Jan Blachowicz,Jared Cannonier,Draw/NC,U-DEC,3,5:00,Light Heavyweight
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",http://www.ufcstats.com/fight-details/535b8e5494cbc580,Julian Marquez,Darren Stewart,Draw/NC,"SUB

      

        Guillotine Choke",2,2:42,Middleweight
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",http://www.ufcstats.com/fight-details/5b8d693bd1780102,Chad Laprise,Galore Bofando,Draw/NC,"KO/TKO

      

        Punches",1,4:10,Welterweight
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",http://www.ufcstats.com/fight-details/71dc4379c738450f,Nordine Taleb,Danny Roberts,Draw/NC,"KO/TKO

      

        Kick",1,0:59,Welterweight
